STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,CF_Q,CF_Y,VS_Q,VS_Y
276,CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,Dịch vụ tài chính,HOSE,148738311,False,False,False,False
277,CTT,CTCP Chế tạo Máy - Vinacomin,Tư liệu sản xuất,HNX,4697351,False,False,False,False
278,CTW,CTCP Cấp thoát nước Cần Thơ,Dịch vụ tiện ích,UPCoM,28000000,False,False,False,False
279,CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Phát triển và quản lý bất động sản,UPCoM,78907276,False,False,False,False
280,CVN,CTCP Vinam,"Thực phẩm, đồ uống và thuốc lá",HNX,29699991,False,False,False,False
281,CVT,CTCP CMC,Nguyên vật liệu,HOSE,36690887,False,False,False,False
282,CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,Tư liệu sản xuất,HNX,2553771,False,False,False,False
283,CYC,CTCP Gạch men Chang Yih,Nguyên vật liệu,UPCoM,1990530,False,False,False,False
284,D11,CTCP Địa ốc 11,Phát triển và quản lý bất động sản,HNX,7338138,False,False,False,False
285,D2D,CTCP Phát triển Đô thị Công nghiệp số 2,Phát triển và quản lý bất động sản,HOSE,30304758,False,False,False,False
286,DAC,CTCP 382 Đông Anh,Nguyên vật liệu,UPCoM,1004974,False,False,False,False
287,DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,Truyền thông và giải trí,HNX,5000000,False,False,False,False
288,DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông và giải trí,HNX,1925658,False,False,False,False
289,DAG,CTCP Tập đoàn Nhựa Đông Á,Tư liệu sản xuất,UPCoM,60314112,False,False,False,False
290,DAH,CTCP Tập đoàn Khách sạn Đông Á,Dịch vụ tiêu dùng,HOSE,84200000,False,False,False,False
291,DAN,CTCP Dược Danapha,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20938000,False,False,False,False
292,DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,Phân phối và bán lẻ hàng lâu bền,UPCoM,4200000,False,False,False,False
293,DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,"Thực phẩm, đồ uống và thuốc lá",HOSE,69228341,False,False,False,False
294,DBC,CTCP Tập đoàn Dabaco Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,334669145,False,False,False,False
295,DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (BIDIPHAR),"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,93593847,False,False,False,False
296,DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,1941588,False,False,False,False
297,DBT,CTCP Dược phẩm Bến Tre,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,20530650,False,False,False,False
298,DC1,CTCP Đầu tư Phát triển Xây dựng Số 1,Tư liệu sản xuất,UPCoM,4504337,False,False,False,False
299,DC2,CTCP Đầu tư - Phát triển - Xây dựng (DIC) Số 2,Tư liệu sản xuất,HNX,10975650,False,False,False,False
300,DC4,CTCP Xây dựng DIC Holdings,Tư liệu sản xuất,HOSE,86623900,False,False,False,False
301,DCF,CTCP Xây dựng và Thiết kế Số 1,Tư liệu sản xuất,UPCoM,30000000,False,False,False,False
302,DCG,CTCP Tổng Công ty May Đáp Cầu,Hàng tiêu dùng và trang trí,UPCoM,6825000,False,False,False,False
303,DCH,CTCP Địa chính Hà Nội,Dịch vụ chuyên biệt và thương mại,UPCoM,2880000,False,False,False,False
304,DCL,CTCP Dược phẩm Cửu Long,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,73041030,False,False,False,False
305,DCM,CTCP Phân bón Dầu khí Cà Mau,Nguyên vật liệu,HOSE,529400000,False,False,False,False
306,DCR,CTCP Gạch men Cosevco,Nguyên vật liệu,UPCoM,6500000,False,False,False,False
307,DCS,CTCP Tập đoàn Đại Châu,Nguyên vật liệu,UPCoM,60310988,False,False,False,False
308,DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,UPCoM,27223647,False,False,False,False
309,DDB,CTCP Thương mại và Xây dựng Đông Dương,Nguyên vật liệu,UPCoM,12000000,False,False,False,False
310,DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Dịch vụ tiện ích,HNX,59839886,False,False,False,False
311,DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,Vận tải,UPCoM,3600000,False,False,False,False
312,DDM,CTCP Hàng Hải Đông Đô,Vận tải,UPCoM,12244495,False,False,False,False
313,DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Bán lẻ thực phẩm và nhu yếu phẩm,UPCoM,15349328,False,False,False,False
314,DDV,CTCP DAP - VINACHEM,Nguyên vật liệu,UPCoM,146109900,False,False,False,False
315,DFC,CTCP Xích líp Đông Anh,Xe và linh kiện,UPCoM,11400000,False,False,False,False
316,DFF,CTCP Tập đoàn Đua Fat,Tư liệu sản xuất,UPCoM,80000000,False,False,False,False
317,DGC,CTCP Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,HOSE,379779286,False,False,False,False
318,DGT,CTCP Công trình Giao thông Đồng Nai,Nguyên vật liệu,UPCoM,79000000,False,False,False,False
319,DGW,CTCP Thế Giới Số,Phân phối và bán lẻ hàng lâu bền,HOSE,219320169,False,False,False,False
320,DHA,CTCP Hóa An,Nguyên vật liệu,HOSE,15119946,False,False,False,False
321,DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Nguyên vật liệu,UPCoM,272200000,False,False,False,False
322,DHC,CTCP Đông Hải Bến Tre,Nguyên vật liệu,HOSE,80493048,False,False,False,False
323,DHD,CTCP Dược Vật tư Y tế Hải Dương,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,27947317,False,False,False,False
324,DHG,CTCP Dược Hậu Giang,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,130746071,False,False,False,False
325,DHM,CTCP Thương mại và Khai thác Khoáng sản Dương Hiếu,Nguyên vật liệu,HOSE,34535699,False,False,False,False
326,DHN,CTCP Dược phẩm Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6290900,False,False,False,False
327,DHP,CTCP Điện cơ Hải Phòng,Hàng tiêu dùng và trang trí,HNX,9492200,False,False,False,False
328,DHT,CTCP Dược phẩm Hà Tây,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,82341773,False,False,False,False
329,DIC,CTCP Đầu tư và Thương mại DIC,Nguyên vật liệu,UPCoM,26585840,False,False,False,False
330,DID,CTCP DIC - Đồng Tiến,Nguyên vật liệu,UPCoM,15622552,False,False,False,False
331,DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Phát triển và quản lý bất động sản,HOSE,609851995,False,False,False,False
332,DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Tư liệu sản xuất,HNX,6879164,False,False,False,False
333,DKC,CTCP Chợ Lạng Sơn,Phát triển và quản lý bất động sản,UPCoM,2288540,False,False,False,False
334,DKG,CTCP Vôi công nghiệp DLH,Nguyên vật liệu,UPCoM,14375000,False,False,False,False
335,DKW,CTCP Cấp nước sinh hoạt Châu Thành,Dịch vụ tiện ích,UPCoM,4378120,False,False,False,False
336,DL1,CTCP Tập đoàn Alpha Seven,Dịch vụ tiện ích,HNX,106236094,False,False,False,False
337,DLD,CTCP Du lịch Đắk Lắk,Dịch vụ tiêu dùng,UPCoM,9307415,False,False,False,False
338,DLG,CTCP Tập đoàn Đức Long Gia Lai,Công nghệ phần cứng và thiết bị,HOSE,299309720,False,False,False,False
339,DLR,CTCP Địa ốc Đà Lạt,Tư liệu sản xuất,UPCoM,4500000,False,False,False,False
340,DLT,CTCP Du lịch và Thương mại - Vinacomin,Tư liệu sản xuất,UPCoM,2500056,False,False,False,False
341,DM7,CTCP Dệt May 7,Hàng tiêu dùng và trang trí,UPCoM,15411100,False,False,False,False
342,DMC,CTCP Xuất nhập khẩu Y Tế Domesco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,34727465,False,False,False,False
343,DMN,CTCP Domenal,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12500000,False,False,False,False
344,DMS,CTCP Hóa phẩm Dầu khí DMC - Miền Nam,Nguyên vật liệu,UPCoM,4000000,False,False,False,False
345,DNA,CTCP Điện Nước An Giang,Dịch vụ tiện ích,UPCoM,56329567,False,False,False,False
346,DNC,CTCP Điện Nước Lắp máy Hải Phòng,Dịch vụ tiện ích,HNX,8027780,False,False,False,False
347,DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Nguyên vật liệu,UPCoM,12834000,False,False,False,False
348,DNE,CTCP Môi trường Đô thị Đà Nẵng,Dịch vụ tiện ích,UPCoM,5773600,False,False,False,False
349,DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Dịch vụ tiện ích,UPCoM,422400000,False,False,False,False
350,DNL,CTCP Logistics Cảng Đà Nẵng,Vận tải,UPCoM,4310000,False,False,False,False
351,DNM,Tổng Công ty cổ phần Y tế DANAMECO,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,5253070,False,False,False,False
352,DNN,CTCP Cấp nước Đà Nẵng,Dịch vụ tiện ích,UPCoM,57964061,False,False,False,False
353,DNP,CTCP DNP Holding,Dịch vụ tiện ích,HNX,140974846,False,False,False,False
354,DNT,CTCP Du lịch Đồng Nai,Dịch vụ tiêu dùng,UPCoM,7459675,False,False,False,False
355,DNW,CTCP Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,120000000,False,False,False,False
356,DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,Nguyên vật liệu,UPCoM,10000000,False,False,False,False
357,DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Năng lượng,UPCoM,4719950,False,False,False,False
358,DP1,CTCP Dược phẩm Trung ương CPC1,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,20979000,False,False,False,False
359,DP2,CTCP Dược phẩm Trung ương 2,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20000000,False,False,False,False
360,DP3,CTCP Dược phẩm Trung ương 3,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,21499933,False,False,False,False
361,DPC,CTCP Nhựa Đà Nẵng,Nguyên vật liệu,UPCoM,2237280,False,False,False,False
362,DPG,CTCP Tập đoàn Đạt Phương,Tư liệu sản xuất,HOSE,62999554,False,False,False,False
363,DPH,CTCP Dược phẩm Hải Phòng,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000000,False,False,False,False
364,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Nguyên vật liệu,HOSE,391400000,False,False,False,False
365,DPP,CTCP Dược Đồng Nai,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000010,False,False,False,False
366,DPR,CTCP Cao su Đồng Phú,Nguyên vật liệu,HOSE,86885932,False,False,False,False
367,DPS,CTCP Đầu tư Phát triển Sóc Sơn,Phân phối và bán lẻ hàng lâu bền,UPCoM,31085257,False,False,False,False
368,DQC,CTCP Tập đoàn Điện Quang,Tư liệu sản xuất,HOSE,34359416,False,False,False,False
369,DRC,CTCP Cao su Đà Nẵng,Xe và linh kiện,HOSE,118792605,False,False,False,False
370,DRG,CTCP Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,1658400,False,False,False,False
371,DRH,CTCP DRH Holdings,Phát triển và quản lý bất động sản,HOSE,124353866,False,False,False,False
372,DRI,CTCP Đầu tư Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,73200000,False,False,False,False
373,DRL,CTCP Thủy điện - Điện Lực 3,Dịch vụ tiện ích,HOSE,9500000,False,False,False,False
374,DS3,CTCP Quản lý Đường sông Số 3,Vận tải,HNX,10669730,False,False,False,False
375,DSC,CTCP Chứng khoán DSC,Dịch vụ tài chính,HOSE,204838925,False,False,False,False
376,DSD,CTCP DHC Suối Đôi,Dịch vụ tiêu dùng,UPCoM,47100000,False,False,False,False
377,DSE,CTCP Chứng khoán DNSE,Dịch vụ tài chính,HOSE,330000000,False,False,False,False
378,DSG,CTCP Kính Đáp Cầu,Tư liệu sản xuất,UPCoM,30000000,False,False,False,False
379,DSH,CTCP Đầu tư Hạ tầng Đông Sơn,Tư liệu sản xuất,UPCoM,10000000,False,False,False,False
380,DSN,CTCP Công viên nước Đầm Sen,Dịch vụ tiêu dùng,HOSE,12083009,False,False,False,False
381,DSP,CTCP Dịch vụ Du lịch Phú Thọ,Dịch vụ tiêu dùng,UPCoM,118684000,False,False,False,False
382,DST,CTCP Đầu tư Sao Thăng Long,Phân phối và bán lẻ hàng lâu bền,HNX,32300000,False,False,False,False
383,DTA,CTCP Đệ Tam,Phát triển và quản lý bất động sản,HOSE,18059832,False,False,False,False
384,DTB,CTCP Công trình Đô thị Bảo Lộc,Dịch vụ chuyên biệt và thương mại,UPCoM,1558248,False,False,False,False
385,DTC,CTCP Viglacera Đông Triều,Nguyên vật liệu,UPCoM,10000000,False,False,False,False
386,DTD,CTCP Đầu tư Phát triển Thành Đạt,Phát triển và quản lý bất động sản,HNX,57488785,False,False,False,False
387,DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Dịch vụ tiện ích,UPCoM,50725887,False,False,False,False
388,DTG,CTCP Dược phẩm Tipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8352573,False,False,False,False
389,DTH,CTCP Dược Vật tư Y Tế Thanh Hóa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7471614,False,False,False,False
390,DTI,CTCP Đầu tư Đức Trung,Phát triển và quản lý bất động sản,UPCoM,13488800,False,False,False,False
391,DTK,Tổng Công ty Điện lực TKV - CTCP,Dịch vụ tiện ích,HNX,682767475,False,False,False,False
392,DTL,CTCP Đại Thiên Lộc,Nguyên vật liệu,HOSE,61435604,False,False,False,False
393,DTP,CTCP Dược phẩm CPC1 Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,16229042,False,False,False,False
394,DTT,CTCP Kỹ nghệ Đô Thành,Nguyên vật liệu,HOSE,8151820,False,False,False,False
395,DUS,CTCP Dịch vụ Đô thị Đà Lạt,Dịch vụ chuyên biệt và thương mại,UPCoM,5614300,False,False,False,False
396,DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Phân phối và bán lẻ hàng lâu bền,UPCoM,10793670,False,False,False,False
397,DVG,CTCP Đại Việt Group DVG,Nguyên vật liệu,UPCoM,28000000,False,False,False,False
398,DVM,CTCP Dược liệu Việt Nam,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,42779916,False,False,False,False
