STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
3102,PVThaiNguyen,CTCP Xăng dầu Dầu khí Thái Nguyên,,OTC,0
3103,PWC,Công ty TNHH Price Waterhouse Coopers Việt Nam,,Khác,0
3104,PXH,CTCP Xây lắp Dầu khí Hà Nội,,OTC,30000000
3105,PXK,CTCP Đầu tư và Xây lắp Dầu khí Kinh Bắc,,OTC,15000000
3106,PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,Dịch vụ chuyên biệt và thương mại,OTC,2073985
3107,QALC,Công ty TNHH Đầu tư Bất động sản Quang Anh,,Khác,0
3108,QBR,CTCP Đường sắt Quảng Bình,Vận tải,OTC,1760500
3109,QCAudit,Công ty TNHH Kiểm toán Quy Chuẩn,,Khác,0
3110,QLD,CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,Dịch vụ chuyên biệt và thương mại,OTC,1207400
3111,QLT,CTCP Quản lý Bảo trì Đường thủy Nội địa Số 10,Vận tải,OTC,1500000
3112,QNAASC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán Kiểm toán Quảng Ninh,,Khác,0
3113,QNSC,CTCP Cung ứng Tàu biển Quảng Ninh,,OTC,0
3114,QTIC,CTCP Đầu tư Quang Thuận,,Khác,0
3115,QuangMinh,Công ty TNHH Kiểm toán Quang Minh,,Khác,0
3116,QuangtruongQT,CTCP Thương mại Dịch vụ Quảng trường Quốc tế,,OTC,0
3117,QuanMinh,Công ty TNHH Quan Minh,,Khác,0
3118,QuocViet,Công ty TNHH Kinh doanh Chế biến thủy sản và Xuất nhập khẩu Quốc Việt,,Khác,0
3119,QuyDauTuVN,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,,OTC,0
3120,QuyVCBF,Quỹ đầu tư Cân bằng Chiến lược VCBF,,OTC,0
3121,QuyVietCat,CTCP Quản lý Quỹ Việt Cát,,OTC,0
3122,QVA,Công ty TNHH Kiểm toán Quảng Việt,,Khác,0
3123,QVCC,CTCP Du lịch Thung lũng Nữ Hoàng,,Khác,0
3124,RauQua1,CTCP Xuất nhập khẩu Rau Quả I,,OTC,1980000
3125,RDP,CTCP Rạng Đông Holding,Nguyên vật liệu,OTC,49069803
3126,RECO,CTCP Cơ khí Cao su,,OTC,0
3127,REDC,CTCP Tư vấn Quản lý và Đầu tư Đỏ,,Khác,0
3128,REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,Tư liệu sản xuất,OTC,1148600
3129,REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,,OTC,2818032
3130,RES10,CTCP Địa ốc 10,,OTC,0
3131,RESC,CTCP Đầu tư và Phát triển Residence,,Khác,0
3132,RESCO8,CTCP Địa ốc 8,,OTC,0
3133,RESCONHA,CTCP Phát triển và Kinh doanh Nhà,,Khác,0
3134,REVC,CTCP Đầu tư Revital Việt Nam,,Khác,0
3135,RGC,CTCP Đầu tư PV - Inconess,Dịch vụ tiêu dùng,OTC,89123600
3136,RHC,CTCP Thủy điện Ry Ninh II,Dịch vụ tiện ích,Khác,5120000
3137,RHGC,CTCP Tập đoàn R&H,,Khác,0
3138,RHN,CTCP Đường sắt Hà Ninh,Tư liệu sản xuất,OTC,1509900
3139,Ricons,CTCP Đầu tư Xây dựng Ricons,,OTC,0
3140,RIGC,CTCP Đầu tư Rivera,,Khác,0
3141,RLC,CTCP Đường bộ Lào Cai,Tư liệu sản xuất,OTC,1138689
3142,RMCC,CTCP Roman E&C,,Khác,0
3143,ROS,CTCP Xây dựng FLC Faros,Tư liệu sản xuất,OTC,567598121
3144,RoyalVN,Công ty Tư vấn Kiểm toán Hoàng Gia Việt Nam,,Khác,0
3145,RTH,CTCP Đường sắt Thanh Hóa,Tư liệu sản xuất,OTC,2085900
3146,RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Vận tải,OTC,1083333
3147,RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,,OTC,0
3148,RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,,OTC,0
3149,S33,CTCP Mía đường 333,"Thực phẩm, đồ uống và thuốc lá",OTC,8331409
3150,S64,CTCP Sông Đà 6.04,Tư liệu sản xuất,Khác,2000000
3151,S91,CTCP Sông Đà 9.01,Tư liệu sản xuất,Khác,2940000
3152,SAAC,Công ty TNHH Kế toán và Kiểm toán Phương Nam,,Khác,0
3153,SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,,OTC,0
3154,SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,,OTC,0
3155,SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,,OTC,0
3156,SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,,OTC,0
3157,SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,,OTC,1000000
3158,SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,,OTC,1000000
3159,SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,,OTC,1050000
3160,Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,,OTC,0
3161,SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,,OTC,0
3162,SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,,Khác,0
3163,Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,,OTC,0
3164,SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,,OTC,0
3165,SaiGonAir,CTCP Sài Gòn Sân Bay,,OTC,0
3166,SaiGonART,CTCP Mỹ thuật Sài Gòn,,OTC,0
3167,SaiGonAuditing,Công ty TNHH Kiểm toán - Thuế - Tư vấn Sài Gòn,,Khác,0
3168,SaiGonCapital,CTCP Quản lý Quỹ Sài Gòn,,OTC,4380000
3169,SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,,Khác,0
3170,SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,,OTC,6900000
3171,Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,,OTC,0
3172,SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,,OTC,30000000
3173,SAMC,CTCP Sunshine AM,,Khác,0
3174,SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,,Khác,0
3175,SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,,OTC,0
3176,SanglapAchau,Công ty TNHH Kiểm toán Tư vấn Sáng lập Á Châu,,Khác,0
3177,SAOC,CTCP Xây dựng sao vàng Tây Đô,,Khác,0
3178,SaoViet,Công ty TNHH Kiểm toán Sao Việt,,Khác,0
3179,Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,,OTC,0
3180,SATICO,Công ty TNHH MTV Satra Tiền Giang,,Khác,0
3181,SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,,Khác,0
3182,SatraTayNam,Công ty TNHH MTV Satra Tây Nam,,Khác,0
3183,SBBS,CTCP Chứng khoán SBB,Dịch vụ tài chính,OTC,30000000
3184,SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải,OTC,8000000
3185,SBF,CTCP Quản lý Quỹ Sabeco,,Khác,0
3186,SBF1,Quỹ đầu tư Sabeco 1,,Khác,0
3187,SBJC,CTCP Đầu tư Thương mại Sunshine Business,,Khác,0
3188,SBPC,CTCP SunBay Ninh Thuận,,Khác,0
3189,SCA,CTCP Nông nghiệp Sông Con,"Thực phẩm, đồ uống và thuốc lá",OTC,2076000
3190,SCB,Ngân hàng TMCP Sài Gòn,Tổ chức tín dụng,OTC,0
3191,SCCV,CTCP Than Miền Nam - Vinacomin,,OTC,0
3192,SCFC,CTCP Lương thực Nam Trung Bộ,,OTC,0
3193,SCH,CTCP Thủy điện Sông Chảy 5,Dịch vụ tiện ích,OTC,15000000
3194,SCIC,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,,Khác,0
3195,SCJC,CTCP Sunshine Cab,,Khác,0
3196,SCJSC,CTCP Sài Gòn - Cam Ranh,,OTC,0
3197,SCNC,CTCP S.Connect,,Khác,0
3198,SCV,CTCP Muối Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,1279392
3199,SDBP,CTCP Sông Đà Bình Phước,,OTC,7000000
3200,SDDC,CTCP Sao đỏ Đà Nẵng,,Khác,0
3201,SDE,CTCP Kỹ thuật Điện Sông Đà,Tư liệu sản xuất,OTC,1751092
3202,SDF,Công ty Tài chính Cổ phần Sông Đà,Tổ chức tín dụng,Khác,68600000
3203,SDH,CTCP Xây dựng Hạ tầng Sông Đà,Tư liệu sản xuất,OTC,20950000
3204,SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển và quản lý bất động sản,Khác,119995800
3205,SDIC,CTCP Đầu tư và Phát triển Sài Gòn,,Khác,0
3206,SDL,CTCP Sông Đà - Hoàng Long,,OTC,0
3207,SDNC,CTCP Đầu tư Sài Gòn - Đà Nẵng,,Khác,0
3208,SDNT,CTCP Sông Đà - Nha Trang,,OTC,0
3209,SDS,CTCP Xây lắp và Đầu tư Sông Đà,Tư liệu sản xuất,OTC,0
3210,SeafoodF17,CTCP Nha Trang Seafoods - F17,,OTC,0
3211,SeASecurities,CTCP Chứng khoán Asean,Dịch vụ tài chính,OTC,50000000
3212,SEC,CTCP Mía đường - Nhiệt điện Gia Lai,"Thực phẩm, đồ uống và thuốc lá",Khác,38999876
3213,SECC,CTCP Xây lắp Sunshine E&C,,Khác,0
3214,SEEC,CTCP Seedcom,,Khác,0
3215,SEL,CTCP Sông Đà 11 Thăng Long,Tư liệu sản xuất,Khác,5000000
3216,Serrano,CTCP Serrano Việt Nam,,OTC,5300000
3217,SFA1,Quỹ đầu tư Chứng khoán Sài Gòn A1,,Khác,0
3218,SFA2,Quỹ đầu tư Chứng khoán Sài Gòn A2,,Khác,0
3219,SFT,CTCP Softech,Dịch vụ chuyên biệt và thương mại,OTC,3000000
3220,SGAC,CTCP Sàn Giao dịch Bất động sản Sài Gòn Anpha,,Khác,0
3221,SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,,Khác,0
3222,SGCC,Công ty TNHH Đầu tư Sài Gòn 3 Capital,,Khác,0
3223,SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,,OTC,0
3224,SGDiamond,CTCP Sài Gòn Kim Cương,,OTC,0
3225,SGGC,CTCP Sài Gòn Capital,,Khác,0
3226,SGIC,CTCP Quản lý Quỹ đầu tư SGI,,OTC,0
3227,SGLC,Công ty TNHH Saigon Glory,,Khác,0
3228,SGNAudit,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán SGN,,Khác,0
3229,SGO,CTCP Dầu thực vật Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
3230,SGPC,CTCP Giấy Sài Gòn,,OTC,0
3231,SHBFinance,Công ty TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội,,Khác,0
3232,SHBS,CTCP Chứng khoán SHB,Dịch vụ tài chính,OTC,15000000
3233,SHDC,CTCP Tập đoàn Mặt trời,,Khác,0
3234,SHF,CTCP Quản lý Quỹ đầu tư Sài Gòn - Hà Nội,,Khác,0
3235,SHHC,CTCP Sông Hồng Hoàng Gia,,Khác,0
3236,SHINEC,CTCP Công nghiệp Tàu thủy Shinec,,OTC,1500000
3237,Shinhan,Ngân hàng TNHH MTV Shinhan Việt Nam,Tổ chức tín dụng,Khác,0
3238,ShinhanFi,Công ty Tài chính TNHH MTV Shinhan Việt Nam,,Khác,0
3239,Shinhanvina,Ngân hàng Liên doanh Shinhanvina,Tổ chức tín dụng,Khác,0
3240,SHJC,CTCP Kinh doanh Nhà Sunshine,,Khác,0
3241,SHL,CTCP Đầu tư Sông Hồng - Thăng Long,,OTC,3000000
3242,SHRC,Công ty TNHH Mặt trời sông Hàn,,Khác,0
3243,SHTC,CTCP Tập đoàn Sông Hồng Thủ Đô,,Khác,0
3244,SHV,CTCP Hải Việt,"Thực phẩm, đồ uống và thuốc lá",OTC,6263720
3245,SHX,CTCP Sài Gòn Hỏa xa,Phát triển và quản lý bất động sản,OTC,1720000
3246,SIC,CTCP ANI,Phát triển và quản lý bất động sản,OTC,23999270
3247,Sihanoukville,Tập đoàn Quản Lý Cảng Biển Sihanoukville Autonomous Port,,Campuchia,0
3248,SJCG,Công ty TNHH MTV Vàng bạc Đá quý Sài Gòn - SJC,,OTC,0
3249,SJCS,CTCP Chứng khoán ASAM,Dịch vụ tài chính,OTC,0
3250,SKS,CTCP Công trình Giao thông Sông Đà,Tư liệu sản xuất,Khác,4500000
3251,SLC,CTCP Dịch vụ Xuất khẩu Lao động và Chuyên gia,Dịch vụ chuyên biệt và thương mại,OTC,9200000
3252,SLD,CTCP Địa ốc Sacom,,OTC,0
3253,SLIC,CTCP Đầu tư Bất động sản Sơn Kim,,Khác,0
3254,SLRC,CTCP Dịch vụ Quốc tế Solaris Việt Nam,,Khác,0
3255,Smartlink,CTCP Dịch vụ Thẻ Smartlink,,OTC,0
3256,SMCC,CTCP Cơ giới Trung Nam Miền Nam,,Khác,0
3257,SMDC,CTCP Đầu tư Smart Dragon,,Khác,0
3258,SME,CTCP Chứng khoán SME,Dịch vụ tài chính,OTC,22500000
3259,SMEC,CTCP Quản lý Quỹ Amber,,OTC,7000000
3260,SMNC,CTCP Sunshine Marina Nha Trang,,Khác,0
3261,SMVC,CTCP Seoul Metal Việt Nam,Tư liệu sản xuất,OTC,0
3262,SNG,CTCP Sông Đà 10.1,Tư liệu sản xuất,Khác,4663060
3263,SNLC,CTCP Signo Land,,Khác,0
3264,SNPC,CTCP Bất động sản Sài Gòn Nam Phú,,Khác,0
3265,SNWC,CTCP Đầu tư & Phát triển Sunny World,,Khác,0
3266,SocTrang,CTCP Thủy sản Sóc Trăng,,OTC,0
3267,SOGC,Công ty TNHH Đầu tư và Phát triển Nova Song Giang,,Khác,0
3268,SoiTraLy,CTCP Sợi Trà Lý,,OTC,0
3269,SOLC,CTCP Đầu tư & Dịch vụ khách sạn Soleil,,Khác,0
3270,SON,CTCP Cung ứng Nhân lực Quốc tế và Thương mại,Dịch vụ chuyên biệt và thương mại,OTC,9729930
3271,Sonacon,CTCP Xây lắp Sonacons,,OTC,0
3272,SonBachTuyet,CTCP Sơn Bạch Tuyết,,OTC,0
3273,SonChatDeo,CTCP Sơn - Chất Dẻo,,OTC,0
3274,SongDa,CTCP Vật liệu Xây dựng Sông Đà,,OTC,0
3275,SongDa109,CTCP Sông Đà 10.9,,OTC,1550000
3276,SongDa17,CTCP Sông Đà 17,,OTC,0
3277,SongDaHoangLien,CTCP Thủy điện Sông Đà - Hoàng Liên,,OTC,0
3278,SongHau,CTCP Chế biến Thực phẩm Sông Hậu,,OTC,0
3279,SongHong,CTCP Năng lượng Sông Hồng,,OTC,0
3280,SonlaUrenco,CTCP Môi trường và Dịch vụ Đô thị Sơn La,,Khác,0
3281,SonTra,CTCP Đầu tư Phong Phú Sơn Trà,,OTC,0
3282,SOSAL,CTCP Tập đoàn Muối Miền Nam,,OTC,0
3283,SOV,CTCP Mắt kính Sài Gòn,Đồ gia dụng và cá nhân,OTC,1914900
3284,Sovico,CTCP Tập đoàn Sovico,,OTC,0
3285,SPA,CTCP Bao bì Sài Gòn,Nguyên vật liệu,OTC,8500000
3286,SPCC,CTCP Sapphire Coast,,Khác,0
3287,SPDC,CTCP Đầu tư và Phát triển Sapa Lào Cai,,Khác,0
3288,SPJC,CTCP Sài Gòn Phú Minh,,Khác,0
3289,SPNC,CTCP Đầu tư Kinh doanh và Phát triển Đô thị Ngôi sao Phương Nam,,Khác,0
3290,SPP,CTCP Bao bì Nhựa Sài Gòn,Nguyên vật liệu,OTC,25120000
3291,SPS,CTCP Dịch vụ Dầu khí Sài Gòn,,OTC,0
3292,SPT,CTCP Dịch vụ Bưu chính Viễn thông Sài Gòn,,OTC,0
3293,SPTAudit,Công ty TNHH Định giá và Kiểm toán SPT,,Khác,0
3294,SPTC,CTCP Tập đoàn Bất động sản Mặt trời,,Khác,0
3295,SQNC,CTCP Đầu tư Nova SQN,,Khác,0
3296,SRCC,CTCP Phát triển Địa ốc Sông Tiên,,Khác,0
3297,SREC,Công ty TNHH Đầu tư và Phát triển Bất động sản Seaside Homes,,Khác,0
3298,SRSC,CTCP Đầu tư và Xây dựng Sunrise Việt Nam,,Khác,0
3299,SRT,CTCP Vận tải Đường sắt Sài Gòn,Vận tải,Khác,50310000
3300,SSAudit,Công ty TNHH Tư vấn - Kiểm toán S&S,,Khác,0
3301,SSCC,CTCP Năng lượng Tái tạo Sơn Mỹ,,Khác,0
3302,SSEC,Công ty Sản xuất Thép Úc SSE,,Khác,0
3303,SSGGroup,CTCP Tập đoàn S.S.G,,OTC,55000000
3304,SSHC,CTCP Đầu tư Kinh doanh Bất động sản S-Homes,,Khác,0
3305,SSIAM,Công ty TNHH Quản lý Quỹ SSI,,Khác,9800000
3306,SSIIMF,Quỹ đầu tư Thành viên SSI,,Khác,0
3307,SSISCA,Quỹ đầu tư Lợi thế Cạnh tranh Bền vững SSI,,OTC,11192242
3308,SSIVF,Quỹ Tầm Nhìn SSI,,Khác,0
3309,SSS,CTCP Sông Đà 6.06,Nguyên vật liệu,Khác,2500000
3310,SST,CTCP Thương mại Bia Sài Gòn Sông Tiền,"Thực phẩm, đồ uống và thuốc lá",OTC,4000000
3311,SSTC,CTCP Tập đoàn Công nghệ Unicloud,,Khác,0
3312,SSU,CTCP Môi trường Đô thị Sóc Sơn,Dịch vụ tiện ích,OTC,2500000
3313,SSV,Công Ty TNHH Chứng Khoán Shinhan Việt Nam,Dịch vụ tài chính,Khác,0
3314,StandardAudit,Công ty TNHH Kiểm toán Tiêu Chuẩn,,Khác,0
3315,StandardChartered,Ngân hàng TNHH MTV Standard Chartered Việt Nam,Tổ chức tín dụng,Khác,0
3316,STCC,CTCP STC Corporation,,Khác,0
3317,STD,CTCP Bia - Nước giải khát Sài Gòn - Tây Đô,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
3318,STI,CTCP Đầu tư Sài Gòn Thương Tín,,OTC,37500000
3319,STJ,CTCP Vận tải Sonadezi,,OTC,4200000
3320,STNC,CTCP Mặt trời Tây Ninh,,Khác,0
3321,STPC,CTCP Sàn giao dịch Bất động sản Tiến Phước,,Khác,0
3322,STRC,CTCP Dịch vụ - Thương mại Thành phố Hồ Chí Minh,,Khác,0
3323,STSC,CTCP Chứng khoán STSC,Dịch vụ tài chính,OTC,31871000
3324,STU,CTCP Môi Trường và Công trình Đô Thị Sơn Tây,Dịch vụ chuyên biệt và thương mại,OTC,1876000
3325,STV,CTCP Chế tác Đá Việt Nam,Nguyên vật liệu,OTC,11000000
3326,SUJC,CTCP Đầu tư Summer Beach,,Khác,0
3327,SUM,CTCP Đo đạc và Khoáng sản,Dịch vụ chuyên biệt và thương mại,OTC,2380000
3328,SunCapital,CTCP Quản lý Quỹ đầu tư Chứng khoán Thái Dương,,OTC,0
3329,SunCo,CTCP Xây dựng Thương mại Thái Dương,,OTC,0
3330,SunFrontier,Công ty TNHH MTV Đầu tư Sun Frontier,,Khác,0
3331,SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,,OTC,0
3332,SunLifeVN,Công ty TNHH Bảo hiểm nhân thọ Sun Life Việt Nam,Bảo hiểm,Khác,0
3333,SunrisePower,CTCP Đầu tư và Phát triển Sunrise Power,,Khác,0
3334,SuThanhHa,CTCP Gốm sứ Thanh Hà,,OTC,0
3335,SVIC,CTCP Đầu tư Sóng Việt,,Khác,0
3336,SVJ,CTCP Santomas Việt Nam,,OTC,14515192
3337,SVL,CTCP Nhân lực Quốc tế Sovilaco,,OTC,3270858
3338,SVLC,CTCP Đầu tư Sun Valley,,Khác,0
3339,SVNC,CTCP Kinh doanh Bất động sản S - Việt Nam,,Khác,0
3340,SVS,CTCP Chứng khoán Sao Việt,Dịch vụ tài chính,Khác,0
3341,SZA,CTCP Sonadezi An Bình,,OTC,0
3342,T12,CTCP Thương mại Dịch vụ Tràng Thi,Phân phối và bán lẻ hàng lâu bền,OTC,54000000
3343,TA3,CTCP Đầu tư và Xây lắp Thành An 386,Tư liệu sản xuất,OTC,2309908
3344,TAC,CTCP Dầu thực vật Tường An,"Thực phẩm, đồ uống và thuốc lá",OTC,33879648
3345,TAFiCO,CTCP Xi măng Fico Tây Ninh,,OTC,0
3346,TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,,OTC,0
3347,TAG,CTCP Thế Giới Số Trần Anh,Phân phối và bán lẻ hàng lâu bền,OTC,24914991
3348,TAHUE,CTCP Thuận An,,OTC,0
3349,TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,,OTC,0
3350,TamViet,Công ty TNHH Kiểm toán Tâm Việt,,Khác,0
3351,TanHung,CTCP Đầu tư Tấn Hưng,,OTC,50000000
3352,TANISUGAR,CTCP Mía đường Tây Ninh,,OTC,0
3353,TanLam,CTCP Nông sản Tân Lâm,,OTC,1100000
3354,TanMai,CTCP Tập đoàn Tân Mai,,OTC,78074927
3355,TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,,Khác,0
3356,TanPhat,CTCP Tấn Phát,,OTC,12000000
3357,TanTan,CTCP Tân Tân,,OTC,0
3358,TanThanhMy,CTCP Tân Thành Mỹ,,OTC,2900000
3359,TanTien,CTCP Dệt Tân Tiến,,OTC,9671100
3360,TAP,CTCP Đô thị Tân An,Dịch vụ tiện ích,OTC,1416700
3361,TAPIOCA,CTCP Khoai Mì Nước Trong,,OTC,0
3362,TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,,OTC,0
3363,TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,,OTC,0
3364,TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,,OTC,0
3365,TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,,Khác,0
3366,TAS,CTCP Chứng khoán Tràng An,Dịch vụ tài chính,OTC,13900000
3367,TASC,CTCP Tập đoàn Taseco,,Khác,0
3368,TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,,OTC,0
3369,TauCuoc,CTCP Tàu Cuốc,,OTC,0
3370,TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,,OTC,9000000
3371,TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,,OTC,0
3372,TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,,OTC,0
3373,TayNinh,CTCP Đo đạc Địa chính Tây Ninh,,OTC,0
3374,TBLC,CTCP Kinh doanh Bất động sản Thái Bình,,Khác,0
3375,TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,Dịch vụ tiện ích,OTC,4417592
3376,TBPC,CTCP TBPC Hà Nội,,Khác,0
3377,TBSC,CTCP Điện Mặt trời Trung Nam,,Khác,0
3378,TC6,CTCP Than Cọc Sáu - Vinacomin,Năng lượng,Khác,32496105
3379,TCAM,Công ty TNHH Quản lý Quỹ Thành Công,,OTC,0
3380,TCBS,CTCP Chứng khoán Kỹ thương,Dịch vụ tài chính,Khác,30000000
3381,TCCC,Công ty TNHH Xây dựng và Đầu tư Dịch vụ Thương mại Thành Công,,Khác,0
3382,TCJC,CTCP Đầu tư Xây dựng Thành Công Vĩnh Phúc,,Khác,0
3383,TCS,CTCP Than Cao Sơn - Vinacomin,Năng lượng,Khác,26846773
3384,TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,Dịch vụ tài chính,Khác,0
3385,TD1C,CTCP Điện gió Trung Nam Đắk Lắk 1,,Khác,0
3386,TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Nguyên vật liệu,OTC,2950000
3387,TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,,Khác,0
3388,TDCC,CTCP Tập đoàn Tân THành Đô,,Khác,0
3389,TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,,OTC,2500000
3390,TDDC,Công ty TNHH Bất động sản Thành Đông Đô,,Khác,0
3391,TDEC,CTCP Đầu tư và Thương mại Xuất nhập khẩu Thủ Đô,,Khác,0
3392,TDGC,Công ty TNHH Thương mại Dịch vụ Tech Dragon,,Khác,0
3393,TDHC,Công ty TNHH Dịch vụ Khách sạn Thùy Dương Việt Nam,,Khác,0
3394,TDI,CTCP Tập đoàn TDI,Tư liệu sản xuất,OTC,3000000
3395,TDIC,CTCP Đầu tư và Phát triển Trainco,,Khác,0
3396,TDLA,CTCP Bê tông Ly tâm Thủ Đức - Long An,,OTC,0
3397,TDLC,CTCP Tandoland,,Khác,0
3398,TDN,CTCP Than Đèo Nai - Vinacomin,Năng lượng,Khác,29439097
3399,TDNC,CTCP Trung Thủy - Đà Nẵng,,Khác,0
3400,TEC,CTCP TRAENCO,Dịch vụ tiêu dùng,OTC,1660340
3401,TechcomCapital,CTCP Quản lý Quỹ Kỹ Thương,,Khác,0
3402,TechGen,CTCP Kỹ thuật Công nghệ Sài Gòn,,OTC,0
3403,Tecserco,CTCP Kỹ Thuật Thương mại Dịch vụ Cảng Sài Gòn,,OTC,1998000
3404,TediSouth,CTCP Tư vấn Thiết kế Giao thông Vận tải Phía Nam,,OTC,0
3405,TEKCAST,CTCP Công nghệ và Truyền hình,,OTC,0
3406,TelecomCambodia,Công ty Viễn thông Campuchia,,Campuchia,0
3407,TENC,CTCP Dược phẩm Tenamyd,,Khác,0
3408,TGCC,CTCP Vui chơi Giải trí Tổng hợp Tam Giang,,Khác,0
3409,TGEC,CTCP Thiết bị điện GELEX,,Khác,0
3410,TGNC,Công ty TNHH Viễn Thông Trịnh Gia Nguyễn,,Khác,0
3411,TGPC,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Tân Gia Phát,,Khác,0
3412,TGXC,CTCP Tổng hợp Thế giới Xanh,,Khác,0
3413,THA,CTCP Tập đoàn Trường Hải,Tư liệu sản xuất,OTC,250000000
3414,ThachBan,CTCP Thạch Bàn,,OTC,0
3415,ThaiHoaCapNuoc,Công ty TNHH MTV Cấp nước Thái Hòa,,Khác,0
3416,ThangLong,Công ty TNHH Kiểm toán và Định giá Thăng Long - T.D.K,,Khác,0
3417,ThangLong9,CTCP Xây dựng Số 9 Thăng Long,,OTC,0
3418,ThangLongAudit,Công ty TNHH Kiểm toán Thăng Long,,Khác,0
3419,ThangLongGTC,CTCP Thăng Long GTC,,OTC,0
3420,ThangLongTSC,CTCP Cơ giới và Xây dựng Thăng Long,,OTC,0
3421,ThanhBinh,CTCP Thanh Bình,,OTC,0
3422,ThanhCong,CTCP Thành Công,,OTC,0
3423,ThanhHoaAudit,Công ty TNHH Kiểm toán Thanh Hoá,,Khác,0
3424,ThanhHoaPort,CTCP Cảng Thanh Hóa,,OTC,0
3425,ThanhLe,CTCP Bao Bì Thanh Lễ,,OTC,0
3426,ThanhMinhNhat,Công ty TNHH Dịch vụ Kiểm toán Thanh Minh Nhật,,Khác,0
3427,ThanhNienMedia,CTCP Tập đoàn Truyền thông Thanh niên,,OTC,0
3428,ThanhThanhCong,CTCP Thành Thành Công,,OTC,0
3429,ThanVinacomin,Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,,Khác,0
3430,ThaoNguyenXanh,Công ty TNHH Kiểm toán Thảo Nguyên Xanh,,Khác,0
3431,THDC,CTCP Thép Hòa Phát Hải Dương,,Khác,0
3432,ThepDinhVu,CTCP Thép Đình Vũ,,OTC,0
3433,ThepNinhBinh,CTCP Bê tông - Thép Ninh Bình,,OTC,0
